-0.472000	-0.422848
-0.985000	-0.615698
-0.477000	-0.681436
-1.026000	-1.041269
-0.135000	-0.230594
-0.634000	-0.669157
-0.690000	-0.626932
-1.027000	-0.783517
-0.428000	-0.112915
-0.227000	-0.482983
-0.040000	-0.245529
-0.826000	-0.787841
-1.069000	-1.027653
-0.503000	-0.727450
-0.957000	-0.857163
-1.062000	-0.792095
-0.512000	-0.666353
-0.864000	-0.834646
-0.938000	-0.994398
-0.048000	-0.179222
-0.376000	-0.295153
-0.165000	-0.403143
-0.526000	-0.621769
-0.853000	-0.940233
-0.152000	-0.346089
-0.542000	-0.338491
-0.557000	-0.409115
0.225000	0.068102
-0.590000	-0.630420
0.304000	-0.118586
-0.256000	-0.516887
-0.679000	-0.582781
-0.423000	-0.379448
-0.435000	-0.534898
-0.241000	-0.445830
-0.862000	-0.586153
-0.434000	-0.555333
-0.388000	-0.588945
-0.807000	-0.686602
-0.510000	-0.496632
-1.025000	-1.091840
-0.284000	-0.488161
-0.634000	-0.661181
-0.555000	-0.718651
-0.999000	-0.960656
-0.454000	-0.362059
-0.296000	-0.590243
-0.305000	-0.170580
-0.938000	-0.681938
-1.025000	-1.089779
-0.609000	-0.749256
-1.016000	-0.860527
-1.042000	-0.839297
-0.638000	-0.755257
-1.001000	-0.732174
-0.996000	-1.058904
-0.219000	-0.393730
-0.154000	-0.226422
-0.466000	-0.666686
-0.404000	-0.259252
-0.036000	-0.382294
-0.471000	-0.385087
-0.576000	-0.537056
0.121000	-0.182196
-0.454000	-0.262303
0.229000	-0.020143
-0.403000	-0.403832
-0.706000	-0.600389
-0.444000	-0.387826
-0.361000	-0.548310
0.064000	-0.511587
-0.529000	-0.420935
-0.322000	-0.437440
-0.379000	-0.655511
-0.829000	-0.523942
-0.868000	-0.817368
-0.414000	-0.586838
-1.037000	-1.131086
-0.199000	-0.600607
-0.609000	-0.755200
-1.081000	-0.903465
-1.003000	-1.116954
-0.330000	-0.425217
-0.601000	-0.722528
-0.788000	-0.669976
-1.013000	-1.209005
-0.572000	-0.859716
-1.019000	-0.922413
-1.011000	-1.004243
-0.568000	-0.890755
-0.905000	-0.715509
-0.994000	-1.107526
-0.838000	-0.324047
-0.881000	-0.656052
-0.944000	-0.364153
-1.047000	-0.727255
-0.825000	-0.582029
-0.616000	-0.609252
-0.720000	-0.624320
-0.990000	-0.782533
-0.335000	-0.374145
-0.639000	-0.457652
-0.345000	-0.421806
-0.995000	-0.737232
-0.258000	-0.526258
-1.031000	-0.652454
-1.027000	-0.729388
0.001000	-0.547071
-0.936000	-0.448174
-1.004000	-0.750018
-0.559000	-0.611331
-0.556000	-0.492617
-1.026000	-1.062654
-0.500000	-0.447974
-0.651000	-0.525314
-0.603000	-0.382144
-0.520000	-0.376506
-0.278000	-0.245454
-0.506000	-0.623691
-0.194000	-0.246567
-0.553000	-0.531888
-1.032000	-1.097972
-1.015000	-0.879736
-0.489000	-0.434500
-0.108000	-0.235442
-0.473000	-0.500471
-0.385000	-0.512984
-0.424000	-0.473161
-1.006000	-1.014743
-0.077000	-0.171100
-1.074000	-1.047848
-0.995000	-0.863686
-0.503000	-0.585601
-1.054000	-1.055466
-0.374000	-0.365806
-0.504000	-0.377414
-0.836000	-0.575587
-0.134000	-0.307592
-0.274000	-0.371044
-0.377000	-0.410691
-1.011000	-0.892153
-0.518000	-0.576605
-0.710000	-0.455184
-0.543000	-0.621978
-0.171000	-0.204385
-0.138000	-0.085874
-0.654000	-0.551873
-0.370000	-0.551868
-0.163000	-0.426281
-0.383000	-0.502675
-0.417000	-0.512105
-0.979000	-1.024939
-0.537000	-0.513276
-0.547000	-0.265098
-0.656000	-0.738065
-0.560000	-0.658230
-0.327000	-0.499847
-0.292000	-0.335185
-0.810000	-0.341680
-0.283000	-0.176878
-0.677000	-0.521174
-0.719000	-0.736087
-0.637000	-0.588303
-0.625000	-0.557070
-0.523000	-0.702235
-1.016000	-1.012022
-0.350000	-0.356905
-0.994000	-0.918318
-0.691000	-0.578155
-0.430000	-0.556387
-0.286000	-0.248891
-0.749000	-0.860095
-0.371000	-0.537002
-0.562000	-0.281117
-0.544000	-0.309080
-0.667000	-0.447072
-1.017000	-0.937492
-0.843000	-0.779844
-0.086000	-0.167652
-0.040000	-0.349144
