-0.471750	-0.385510
-0.477225	-0.426673
-0.134637	-0.360680
-0.634494	-0.503247
-0.690088	-0.676161
-0.427990	-0.368191
-0.227113	-0.435094
-0.039935	-0.331158
-0.498268	-0.540747
-0.547901	-0.357759
-0.320022	-0.410906
-0.825556	-0.965254
-0.502538	-0.527082
-0.956925	-0.861018
-1.061561	-0.739838
-0.511633	-0.707456
-0.864119	-0.661182
-0.937849	-0.936957
-0.047968	-0.301479
-0.376043	-0.434780
-0.164538	-0.324075
-0.526355	-0.633244
-0.853143	-0.384829
-0.151717	-0.367959
-0.541626	-0.432038
-0.557217	-0.568949
-0.590395	-0.267270
-0.229108	-0.369114
-0.351485	-0.268006
-0.256148	-0.706159
-0.679069	-0.552140
-0.423174	-0.336380
-0.435189	-0.617852
-0.240763	-0.531076
-0.862008	-0.446432
-0.434377	-0.522974
-0.388497	-0.661285
-0.554143	-0.635045
-1.151580	-0.978936
-0.597826	-0.693134
-0.943053	-0.883678
-0.378949	-1.022147
-0.976584	-0.877857
-0.999916	-0.899239
-0.878195	-0.768357
-0.509477	-0.732495
-0.462172	-0.729203
-1.071637	-0.997942
-0.500476	-0.656369
-1.171105	-1.000838
-0.478170	-0.714440
-0.949391	-0.904558
-0.762919	-1.061265
-0.964980	-0.894711
-1.010877	-0.931754
-0.814248	-0.800813
-0.286362	-0.749985
-0.694224	-0.751572
-1.076314	-1.022507
-0.731863	-0.706133
-1.113024	-1.042688
-0.664678	-0.770430
-0.969034	-0.959694
-0.931144	-1.106452
-0.918836	-0.950191
-1.072668	-0.984481
-0.943282	-0.854491
-0.593556	-0.792899
-0.866539	-0.767721
-1.052527	-1.065684
-1.040377	-0.977027
-0.996163	-0.670164
-0.894961	-0.873549
-1.110795	-1.071210
-1.056331	-0.915569
-0.861257	-0.781766
-0.600168	-0.704015
-1.083354	-0.766506
-1.101933	-1.005780
-1.025735	-0.981476
-1.279803	-0.691596
-0.870997	-0.888604
-1.086132	-1.091534
-0.911532	-0.862939
-1.052633	-0.938393
-0.772852	-0.799079
-1.059047	-0.716671
-1.067989	-0.772490
-1.097114	-1.007920
-0.641716	-0.691325
-1.125316	-1.026574
-0.795966	-0.754898
-0.811515	-0.945505
-0.957376	-1.123769
-0.706106	-0.922891
-1.126787	-0.983161
-0.732485	-0.858438
-0.924050	-0.781616
-1.168147	-1.053684
