-0.471750	-0.400451
-0.477225	-0.433187
-0.134637	-0.256768
-0.634494	-0.518276
-0.690088	-0.606613
-0.427990	-0.334454
-0.227113	-0.276811
-0.039935	-0.289030
-0.498268	-0.351778
-0.547901	-0.332377
-0.320022	-0.373281
-0.825556	-0.821957
-0.502538	-0.511006
-0.956925	-0.842913
-1.061561	-0.748127
-0.511633	-0.572158
-0.864119	-0.811312
-0.937849	-0.779518
-0.047968	-0.362287
-0.376043	-0.464902
-0.164538	-0.177553
-0.526355	-0.528102
-0.853143	-0.946341
-0.151717	-0.378282
-0.541626	-0.523098
-0.557217	-0.613504
-0.590395	-0.209819
-0.229108	-0.140758
-0.351485	-0.228248
-0.256148	-0.618779
-0.679069	-0.488096
-0.423174	-0.370084
-0.435189	-0.468431
-0.240763	-0.496261
-0.862008	-0.525041
-0.434377	-0.575396
-0.388497	-0.650080
-0.554143	-0.731242
-1.151580	-0.928380
-0.597826	-0.643390
-0.943053	-0.952041
-0.378949	-0.692064
-0.976584	-0.857055
-0.999916	-0.891866
-0.878195	-0.836831
-0.509477	-0.570449
-0.462172	-0.796648
-1.071637	-0.991096
-0.500476	-0.630257
-1.171105	-0.956870
-0.478170	-0.592983
-0.949391	-0.921355
-0.762919	-0.667555
-0.964980	-0.911682
-1.010877	-0.885546
-0.814248	-0.868141
-0.286362	-0.506464
-0.694224	-0.882206
-1.076314	-1.008888
-0.731863	-0.628516
-1.113024	-0.951759
-0.664678	-0.765985
-0.969034	-1.005056
-0.931144	-0.983614
-0.918836	-0.933927
-1.072668	-0.903220
-0.943282	-0.875263
-0.593556	-0.799353
-0.866539	-0.873722
-1.052527	-1.058550
-1.040377	-1.051726
-0.996163	-0.738830
-0.894961	-0.831131
-1.110795	-1.017308
-1.056331	-1.051724
-0.861257	-0.948332
-0.600168	-0.663853
-1.083354	-1.048632
-1.101933	-1.029860
-1.025735	-1.125466
-1.279803	-0.718264
-0.870997	-1.034482
-1.086132	-1.042659
-0.911532	-0.998248
-1.052633	-1.005578
-0.772852	-0.997412
-1.059047	-0.756709
-1.067989	-1.085560
-1.097114	-0.995267
-0.641716	-0.849701
-1.125316	-1.066654
-0.795966	-0.787943
-0.811515	-0.926233
-0.957376	-1.061530
-0.706106	-0.953301
-1.126787	-1.036907
-0.732485	-0.920044
-0.924050	-1.001366
-1.168147	-1.015045
